GROUP_ID,PAPER_RECORD_ID,PAPER_ID,PAPER_ID_STATUS,CV_GROUP_V4,CV_GROUP_V4_BASIS,DATABASE,CITATION,SAMPLE NAME,LABEL,SET,PAPER_YEAR,PAPER_FIRST_AUTHOR,PAPER_MATCH_KEY,PAPER_DOI
GEOROC|[11951] SINGER B. S. (2008)|||SAMP. PU-05-33|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CARRAN-LOS VENADOS VOLCANIC FIELD,GEOROC|CITATION_ID|11951,PAPER|GEOROC|CITATION_ID|11951,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|11951,PAPER_ID,GEOROC, [11951] SINGER B. S. (2008),samp. PU-05-33,CAB,TRAIN,2008,SINGER,SINGER|2008,
GEOROC|[11951] SINGER B. S. (2008)|||SAMP. PU-05-35|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / ANTICURA,GEOROC|CITATION_ID|11951,PAPER|GEOROC|CITATION_ID|11951,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|11951,PAPER_ID,GEOROC, [11951] SINGER B. S. (2008),samp. PU-05-35,CAB,TRAIN,2008,SINGER,SINGER|2008,
GEOROC|[11951] SINGER B. S. (2008)|||SAMP. PU-05-37|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / ANTILLANCA VOLCANIC GROUP,GEOROC|CITATION_ID|11951,PAPER|GEOROC|CITATION_ID|11951,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|11951,PAPER_ID,GEOROC, [11951] SINGER B. S. (2008),samp. PU-05-37,CAB,TRAIN,2008,SINGER,SINGER|2008,
GEOROC|[12823] JIMENEZ N. C. (2008)|||SAMP. SC1|||ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / CERRO CHILLA,GEOROC|CITATION_ID|12823,PAPER|GEOROC|CITATION_ID|12823,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12823,PAPER_ID,GEOROC, [12823] JIMENEZ N. C. (2008),samp. SC1,CAB,TRAIN,2008,JIMENEZ,JIMENEZ|2008,
GEOROC|[12823] JIMENEZ N. C. (2008)|||SAMP. SC2|||ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / CERRO CHILLA,GEOROC|CITATION_ID|12823,PAPER|GEOROC|CITATION_ID|12823,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12823,PAPER_ID,GEOROC, [12823] JIMENEZ N. C. (2008),samp. SC2,CAB,TRAIN,2008,JIMENEZ,JIMENEZ|2008,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV122|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV122,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV123|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV123,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV128|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV128,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV18|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV18,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV22|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV22,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV47|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV47,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV50|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV50,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV51|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV51,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV52|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV52,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV61|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV61,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV65|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV65,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV73|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV73,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[12982] GUTIERREZ M. (2005)|||SAMP. HV78|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|12982,PAPER|GEOROC|CITATION_ID|12982,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|12982,PAPER_ID,GEOROC, [12982] GUTIERREZ M. (2005),samp. HV78,CAB,TRAIN,2005,GUTIERREZ,GUTIERREZ|2005,
GEOROC|[13222] KRATZMANN D. J. (2009)|||SAMP. 100891|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|13222,PAPER|GEOROC|CITATION_ID|13222,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13222,PAPER_ID,GEOROC, [13222] KRATZMANN D. J. (2009),samp. 100891,CAB,TRAIN,2009,KRATZMANN,KRATZMANN|2009,
GEOROC|[13222] KRATZMANN D. J. (2009)|||SAMP. PC-1|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|13222,PAPER|GEOROC|CITATION_ID|13222,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13222,PAPER_ID,GEOROC, [13222] KRATZMANN D. J. (2009),samp. PC-1,CAB,TRAIN,2009,KRATZMANN,KRATZMANN|2009,
GEOROC|[13695] MAMANI M. (2010)|||SAMP. CCO-01|||ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / CERRO COLORADO / TACAZA FORMATION,GEOROC|CITATION_ID|13695,PAPER|GEOROC|CITATION_ID|13695,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13695,PAPER_ID,GEOROC, [13695] MAMANI M. (2010),samp. CCO-01,CAB,TRAIN,2010,MAMANI,MAMANI|2010,
GEOROC|[13695] MAMANI M. (2010)|||SAMP. NIC-01-22|||ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CERRO NICHOLSON,GEOROC|CITATION_ID|13695,PAPER|GEOROC|CITATION_ID|13695,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13695,PAPER_ID,GEOROC, [13695] MAMANI M. (2010),samp. NIC-01-22,CAB,TRAIN,2010,MAMANI,MAMANI|2010,
GEOROC|[13768] GONZALES FERRAN O. (1996)|||SAMP. PA-23|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAY,GEOROC|CITATION_ID|13768,PAPER|GEOROC|CITATION_ID|13768,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13768,PAPER_ID,GEOROC, [13768] GONZALES FERRAN O. (1996),samp. PA-23,CAB,TRAIN,1996,GONZALES,GONZALES|1996,
GEOROC|[13861] BERTOTTO G. W. (2009)|||SAMP. AG8|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / EL AGUILA,GEOROC|CITATION_ID|13861,PAPER|GEOROC|CITATION_ID|13861,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13861,PAPER_ID,GEOROC, [13861] BERTOTTO G. W. (2009),samp. AG8,CAB,TRAIN,2009,BERTOTTO,BERTOTTO|2009,
GEOROC|[13861] BERTOTTO G. W. (2009)|||SAMP. DB6|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / DE DIAZ,GEOROC|CITATION_ID|13861,PAPER|GEOROC|CITATION_ID|13861,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13861,PAPER_ID,GEOROC, [13861] BERTOTTO G. W. (2009),samp. DB6,CAB,TRAIN,2009,BERTOTTO,BERTOTTO|2009,
GEOROC|[13861] BERTOTTO G. W. (2009)|||SAMP. DC8|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / DEL CHIVO,GEOROC|CITATION_ID|13861,PAPER|GEOROC|CITATION_ID|13861,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13861,PAPER_ID,GEOROC, [13861] BERTOTTO G. W. (2009),samp. DC8,CAB,TRAIN,2009,BERTOTTO,BERTOTTO|2009,
GEOROC|[13861] BERTOTTO G. W. (2009)|||SAMP. LI2|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / EL LINDERO,GEOROC|CITATION_ID|13861,PAPER|GEOROC|CITATION_ID|13861,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13861,PAPER_ID,GEOROC, [13861] BERTOTTO G. W. (2009),samp. LI2,CAB,TRAIN,2009,BERTOTTO,BERTOTTO|2009,
GEOROC|[13861] BERTOTTO G. W. (2009)|||SAMP. TO7|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / EL TORDILLO,GEOROC|CITATION_ID|13861,PAPER|GEOROC|CITATION_ID|13861,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13861,PAPER_ID,GEOROC, [13861] BERTOTTO G. W. (2009),samp. TO7,CAB,TRAIN,2009,BERTOTTO,BERTOTTO|2009,
GEOROC|[13990] KRATZMANN D. J. (2010)|||SAMP. 210192.1D|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|13990,PAPER|GEOROC|CITATION_ID|13990,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13990,PAPER_ID,GEOROC, [13990] KRATZMANN D. J. (2010),samp. 210192.1D,CAB,TEST,2010,KRATZMANN,KRATZMANN|2010,
GEOROC|[13990] KRATZMANN D. J. (2010)|||SAMP. HUD110|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUDSON,GEOROC|CITATION_ID|13990,PAPER|GEOROC|CITATION_ID|13990,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|13990,PAPER_ID,GEOROC, [13990] KRATZMANN D. J. (2010),samp. HUD110,CAB,TEST,2010,KRATZMANN,KRATZMANN|2010,
GEOROC|[15840] HIDALGO S.(2012) [GEOREM [6536] ]|||SAMP. ALS 30E|||ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / ALMAS SANTAS,GEOROC|CITATION_ID|15840,PAPER|GEOROC|CITATION_ID|15840,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|15840,PAPER_ID,GEOROC, [15840] HIDALGO S.(2012)  [GeoReM [6536] ],samp. ALS 30E,CAB,TRAIN,2012,HIDALGO,HIDALGO|2012,
GEOROC|[16232] ESPINOZA F. (2010)|||SAMP. PAT 36|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / CERRO ZEBALLOS,GEOROC|CITATION_ID|16232,PAPER|GEOROC|CITATION_ID|16232,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|16232,PAPER_ID,GEOROC, [16232] ESPINOZA F. (2010),samp. PAT 36,CAB,TRAIN,2010,ESPINOZA,ESPINOZA|2010,
GEOROC|[17460] WATT S. F. L. (2013)|||SAMP. 15-6A|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / APAGADO,GEOROC|CITATION_ID|17460,PAPER|GEOROC|CITATION_ID|17460,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|17460,PAPER_ID,GEOROC, [17460] WATT S. F. L. (2013),samp. 15-6A,CAB,TRAIN,2013,WATT,WATT|2013,
GEOROC|[17460] WATT S. F. L. (2013)|||SAMP. 15-6B|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / APAGADO,GEOROC|CITATION_ID|17460,PAPER|GEOROC|CITATION_ID|17460,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|17460,PAPER_ID,GEOROC, [17460] WATT S. F. L. (2013),samp. 15-6B,CAB,TRAIN,2013,WATT,WATT|2013,
GEOROC|[17460] WATT S. F. L. (2013)|||SAMP. 21-5B|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / APAGADO,GEOROC|CITATION_ID|17460,PAPER|GEOROC|CITATION_ID|17460,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|17460,PAPER_ID,GEOROC, [17460] WATT S. F. L. (2013),samp. 21-5B,CAB,TRAIN,2013,WATT,WATT|2013,
GEOROC|[17460] WATT S. F. L. (2013)|||SAMP. 21-5C|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / APAGADO,GEOROC|CITATION_ID|17460,PAPER|GEOROC|CITATION_ID|17460,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|17460,PAPER_ID,GEOROC, [17460] WATT S. F. L. (2013),samp. 21-5C,CAB,TRAIN,2013,WATT,WATT|2013,
GEOROC|[17460] WATT S. F. L. (2013)|||SAMP. 26-8A|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HORNOPIREN,GEOROC|CITATION_ID|17460,PAPER|GEOROC|CITATION_ID|17460,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|17460,PAPER_ID,GEOROC, [17460] WATT S. F. L. (2013),samp. 26-8A,CAB,TRAIN,2013,WATT,WATT|2013,
GEOROC|[18365] JACQUES G.(2014) [GEOREM [8014] ]|||SAMP. CL 017(A)|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / HUELEMOLLE,GEOROC|CITATION_ID|18365,PAPER|GEOROC|CITATION_ID|18365,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|18365,PAPER_ID,GEOROC, [18365] JACQUES G.(2014)  [GeoReM [8014] ],samp. CL 017(A),CAB,TEST,2014,JACQUES,JACQUES|2014,
GEOROC|[18365] JACQUES G.(2014) [GEOREM [8014] ]|||SAMP. CL 022(A)|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CABURGUA(CABURGA),GEOROC|CITATION_ID|18365,PAPER|GEOROC|CITATION_ID|18365,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|18365,PAPER_ID,GEOROC, [18365] JACQUES G.(2014)  [GeoReM [8014] ],samp. CL 022(A),CAB,TEST,2014,JACQUES,JACQUES|2014,
GEOROC|[18365] JACQUES G.(2014) [GEOREM [8014] ]|||SAMP. CL 088(A)|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CABEZA DE VACA,GEOROC|CITATION_ID|18365,PAPER|GEOROC|CITATION_ID|18365,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|18365,PAPER_ID,GEOROC, [18365] JACQUES G.(2014)  [GeoReM [8014] ],samp. CL 088(A),CAB,TEST,2014,JACQUES,JACQUES|2014,
GEOROC|[18365] JACQUES G.(2014) [GEOREM [8014] ]|||SAMP. CL 109(A)|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CASABLANCA,GEOROC|CITATION_ID|18365,PAPER|GEOROC|CITATION_ID|18365,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|18365,PAPER_ID,GEOROC, [18365] JACQUES G.(2014)  [GeoReM [8014] ],samp. CL 109(A),CAB,TEST,2014,JACQUES,JACQUES|2014,
GEOROC|[18443] GODOY B. (2014)|||SAMP. ELR 10 01|||ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / EL ROJO III,GEOROC|CITATION_ID|18443,PAPER|GEOROC|CITATION_ID|18443,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|18443,PAPER_ID,GEOROC, [18443] GODOY B. (2014),samp. ELR 10 01,CAB,TRAIN,2014,GODOY,GODOY|2014,
GEOROC|[18443] GODOY B. (2014)|||SAMP. ELR 10 02|||ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / EL ROJO III,GEOROC|CITATION_ID|18443,PAPER|GEOROC|CITATION_ID|18443,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|18443,PAPER_ID,GEOROC, [18443] GODOY B. (2014),samp. ELR 10 02,CAB,TRAIN,2014,GODOY,GODOY|2014,
GEOROC|[19274] BERNARDI M. I. (2015)|||SAMP. MD1|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / HUANUL / EL CORCOVO LAVA FLOW,GEOROC|CITATION_ID|19274,PAPER|GEOROC|CITATION_ID|19274,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|19274,PAPER_ID,GEOROC, [19274] BERNARDI M. I. (2015),samp. MD1,CAB,TRAIN,2015,BERNARDI,BERNARDI|2015,
GEOROC|[19274] BERNARDI M. I. (2015)|||SAMP. MD3|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / HUANUL / EL CORCOVO LAVA FLOW,GEOROC|CITATION_ID|19274,PAPER|GEOROC|CITATION_ID|19274,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|19274,PAPER_ID,GEOROC, [19274] BERNARDI M. I. (2015),samp. MD3,CAB,TRAIN,2015,BERNARDI,BERNARDI|2015,
GEOROC|[19274] BERNARDI M. I. (2015)|||SAMP. MD6|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / HUANUL / EL CORCOVO LAVA FLOW,GEOROC|CITATION_ID|19274,PAPER|GEOROC|CITATION_ID|19274,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|19274,PAPER_ID,GEOROC, [19274] BERNARDI M. I. (2015),samp. MD6,CAB,TRAIN,2015,BERNARDI,BERNARDI|2015,
GEOROC|[19274] BERNARDI M. I. (2015)|||SAMP. ORN13|||ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / ARGENTINA / HUANUL / EL CORCOVO LAVA FLOW,GEOROC|CITATION_ID|19274,PAPER|GEOROC|CITATION_ID|19274,SOURCE_RECORD_ONLY,PAPER|GEOROC|CITATION_ID|19274,PAPER_ID,GEOROC, [19274] BERNARDI M. I. (2015),samp. ORN13,CAB,TRAIN,2015,BERNARDI,BERNARDI|2015,
